id,idx
23096_AM,1330
23097_AM,1331
23099,1332
23902_AM,1333
23903_AM,1334
23904_AM,1335
23905_AM,1336
24008,1337
24010,1338
24014,1339
24015_AM,1340
24021_AM,1341
24030,1342
24034_AM,1343
24038_AM,1344
24039_AM,1345
24056_AM,1346
24065_AM,1347
24070_AM,1348
24083_AM,1349
24088_AM,1350
2408901,1351
2408902,1352
2408903,1353
2408904,1354
2408905,1355
2408906,1356
2408907,1357
2408908_AD,1358
2408910,1359
24092_AM,1360
24094_AM,1361
2411501,1362
2411502,1363
2411503_AD,1364
2411505,1365
24122_AM,1366
24134_AM,1367
24139_AM,1368
24142,1369
24148_AM,1370
24154_AM,1371
24157_AM,1372
24160_AM,1373
24163_AM,1374
24169_AM,1375
24170_AM,1376
24175_AM,1377
24181_AM,1378
24183_AM,1379
24188,1380
24189,1381
24196_AM,1382
24202,1383
24209_AM,1384
24212_AM,1385
24222,1386
24223_AM,1387
25003,1388
25007_AM,1389
25008_AM,1390
25011_AM,1391
25012_AM,1392
25019,1393
25021_AM,1394
25023,1395
25025_AM,1396
25029_AM,1397
25033_AM,1398
25034_AM,1399
25038_AM,1400
25040,1401
25048_AM,1402
25050,1403
25051_AM,1404
25058,1405
25062_AM,1406
25072,1407
25099_AM,1408
25110,1409
25113_AM,1410
25119_AM,1411
2512001,1412
2512002,1413
2512003,1414
2512004,1415
2512005,1416
2512006,1417
2512007,1418
2512008_AD,1419
25122_AM,1420
25137,1421
25158_AM,1422
25171_AM,1423
25172_AM,1424
25173_AM,1425
25189_AM,1426
25192_AM,1427
25193_AM,1428
25203,1429
25204_AM,1430
25207,1431
25209_AM,1432
25217,1433
25223_AM,1434
25228,1435
25234,1436
25240_AM,1437
25243_AM,1438
26002_AM,1439
26005_AM,1440
26011,1441
26018,1442
26021_AM,1443
26026_AM,1444
26036,1445
26042_AM,1446
26047_AM,1447
26059_AM,1448
26061_AM,1449
26064_AM,1450
26071_AM,1451
26084,1452
2608901_AD,1453
2608902,1454
2608903,1455
2608904,1456
2608905,1457
26102,1458
26117_AM,1459
26125_AM,1460
26129_AM,1461
26138,1462
26168,1463
27005_AM,1464
27006_AM,1465
27010,1466
27011_AM,1467
27013_AM,1468
27014_AM,1469
27015,1470
27016,1471
27018_AM,1472
27019,1473
27020_AM,1474
27021_AM,1475
27022,1476
27026_AM,1477
2702801_AD,1478
2702802,1479
2702804_AD,1480
2702805,1481
2702806_AD,1482
27030_AM,1483
27031,1484
27032_AM,1485
27039_AM,1486
27040_AM,1487
27041_AM,1488
27042_AM,1489
27044_AM,1490
27048_AM,1491
27050_AM,1492
27051,1493
27057,1494
27058_AM,1495
27065,1496
27066,1497
27902,1498
28002,1499
28004,1500
2800501,1501
2800502,1502
2800503,1503
2800504,1504
2800505,1505
2800601,1506
2800701,1507
2800702,1508
2800703,1509
2800704,1510
28008_AM,1511
28009,1512
28010,1513
2801301,1514
2801302,1515
2801303,1516
2801304,1517
28014,1518
28015,1519
28018,1520
28022,1521
28023,1522
28026,1523
28027_AM,1524
28030_AM,1525
28031_AM,1526
28032_AM,1527
28033,1528
28038_AM,1529
28040,1530
28041,1531
28043,1532
28044,1533
28045,1534
28046,1535
28047,1536
2804901,1537
2804902,1538
2804903_AD,1539
28050_AM,1540
28052_AM,1541
28053,1542
28054,1543
2805801,1544
2805802,1545
2805803,1546
2805804,1547
2805805,1548
2805806,1549
2805807,1550
2805808,1551
2805809,1552
28059,1553
28060_AM,1554
28061,1555
2806501,1556
2806502,1557
2806503,1558
2806504,1559
28066,1560
28067_AM,1561
28068,1562
28072,1563
28073,1564
2807401,1565
2807402,1566
2807403,1567
2807404,1568
2807405,1569
2807406,1570
2807407,1571
28075,1572
2807901,1573
2807902,1574
2807903,1575
2807904,1576
2807905,1577
2807906,1578
2807907,1579
2807908,1580
2807909,1581
2807910,1582
2807911,1583
2807912,1584
2807913,1585
2807914,1586
2807915,1587
2807916,1588
2807917,1589
2807918,1590
2807919,1591
2807920,1592
2807921,1593
2808001,1594
2808002,1595
28082,1596
28083,1597
28084,1598
28085_AM,1599
28086,1600
28087,1601
28089,1602
28090,1603
28091,1604
2809201,1605
2809202,1606
2809203,1607
2809204,1608
28095_AM,1609
28096,1610
28099_AM,1611
28100,1612
28104,1613
2810601,1614
28108,1615
28110_AM,1616
2811301,1617
2811302,1618
2811501,1619
2811502,1620
28119_AM,1621
2812301,1622
28125_AM,1623
2812701,1624
28129,1625
28130,1626
28131,1627
28132,1628
28133_AM,1629
2813401,1630
28137_AM,1631
28140_AM,1632
28141,1633
28144,1634
28145_AM,1635
2814801,1636
2814802,1637
2814803,1638
2814804,1639
28149,1640
28150,1641
28151_AM,1642
28152,1643
28154,1644
28160,1645
2816101,1646
2816102,1647
28162_AM,1648
28164,1649
28165_AM,1650
28167,1651
28171,1652
28172,1653
28176,1654
28177,1655
28180,1656
28181,1657
28901_AM,1658
28903,1659
29001,1660
29002_AM,1661
29005,1662
29007,1663
29008,1664
29009_AM,1665
29011_AM,1666
29012,1667
29015_AM,1668
29017,1669
29023,1670
2902501,1671
2902502,1672
2902503,1673
29027_AM,1674
29028_AM,1675
29031_AM,1676
29032,1677
29038,1678
29039_AM,1679
29040_AM,1680
29041,1681
29042,1682
29045_AM,1683
29046_AM,1684
29049_AM,1685
2905101,1686
2905102,1687
2905103,1688
2905401,1689
2905402,1690
2905403,1691
2906701,1692
2906702,1693
2906703,1694
2906704,1695
2906705,1696
2906706,1697
2906707,1698
2906708,1699
2906709,1700
2906710,1701
2906711,1702
29068,1703
2906901,1704
2906902,1705
2906903,1706
2906904,1707
2907001,1708
29072,1709
29073_AM,1710
29075,1711
29076_AM,1712
29079_AM,1713
29080,1714
29082_AM,1715
29084_AM,1716
29086_AM,1717
29088_AM,1718
29089_AM,1719
29091,1720
2909401,1721
2909402_AD,1722
2909403,1723
2909404,1724
29095_AM,1725
29097_AM,1726
29100_AM,1727
29901,1728
30001,1729
30002,1730
30003,1731
30005,1732
30007,1733
30008,1734
30009,1735
30010,1736
30011,1737
30012,1738
30013,1739
30014_AM,1740
30015,1741
3001601,1742
3001602,1743
3001603,1744
3001604,1745
3001605,1746
3001606,1747
3001607,1748
3001608,1749
3001609,1750
3001610,1751
30017,1752
30018,1753
30019,1754
30020,1755
30021,1756
30022,1757
30023,1758
3002401,1759
3002402,1760
30025,1761
30026,1762
3002701,1763
30028,1764
30029_AM,1765
3003001,1766
3003002,1767
3003003,1768
3003004,1769
3003005,1770
3003006,1771
3003007,1772
3003008,1773
30033,1774
30035,1775
30036,1776
30037,1777
30038,1778
30039_AM,1779
30041,1780
30042_AM,1781
30043,1782
30901,1783
30902,1784
31010_AM,1785
31015_AM,1786
31016,1787
31019_AM,1788
31023,1789
31029_AM,1790
31036_AM,1791
31038_AM,1792
31041_AM,1793
31042_AM,1794
31050_AM,1795
31060,1796
31067_AM,1797
31070,1798
31072_AM,1799
31076_AM,1800
31077,1801
31078_AM,1802
31084_AM,1803
31086,1804
31088,1805
31092_AM,1806
31097,1807
31098_AM,1808
31104_AM,1809
31108_AM,1810
31122,1811
31138_AM,1812
31142_AM,1813
31149_AM,1814
31157_AM,1815
31163_AM,1816
31165_AM,1817
31169_AM,1818
31176_AM,1819
31191_AM,1820
3120101,1821
3120102,1822
3120103,1823
3120104,1824
3120105,1825
3120106,1826
3120107,1827
3120108,1828
31202,1829
31206_AM,1830
31208_AM,1831
31215,1832
31216_AM,1833
31221_AM,1834
31227,1835
31232,1836
31249_AM,1837
31250_AM,1838
31251_AM,1839
31258,1840
31260_AM,1841
31901,1842
31902,1843
31903,1844
31904_AM,1845
31905_AM,1846
31906_AM,1847
31907,1848
31908_AM,1849
32001_AM,1850
32004_AM,1851
32007_AM,1852
32008_AM,1853
32009,1854
32013_AM,1855
32017_AM,1856
32019,1857
32020_AM,1858
32024,1859
32026_AM,1860
32032,1861
32042_AM,1862
32043_AM,1863
32045_AM,1864
32050_AM,1865
32051_AM,1866
3205401,1867
3205402,1868
3205403,1869
3205404,1870
3205405,1871
32056_AM,1872
32058_AM,1873
32063_AM,1874
32067_AM,1875
32069,1876
32072_AM,1877
32075_AM,1878
32076_AM,1879
32085,1880
32086_AM,1881
32091_AM,1882
33001_AM,1883
33002,1884
3300401,1885
33007_AM,1886
33008_AM,1887
33011,1888
33012,1889
33014,1890
33015_AM,1891
33016,1892
33019_AM,1893
33020_AM,1894
33021,1895
33023_AM,1896
3302401,1897
3302402,1898
3302403,1899
3302404,1900
3302405,1901
3302406,1902
3302407,1903
3302408,1904
3302409,1905
33025,1906
33026_AM,1907
33031,1908
33032,1909
33033,1910
33034,1911
33035,1912
33036,1913
33037,1914
33038_AM,1915
33040_AM,1916
33041,1917
33042,1918
3304401,1919
3304402,1920
3304403,1921
3304404,1922
3304405,1923
3304406,1924
3304407,1925
3304408,1926
3304409,1927
3304410,1928
3304411,1929
3304412,1930
3304413_AD,1931
3304415,1932
3304416,1933
33045,1934
33049,1935
33051_AM,1936
33056,1937
33059,1938
33060,1939
33066,1940
33069_AM,1941
33070_AM,1942
33072_AM,1943
33073,1944
33074_AM,1945
33076,1946
34004_AM,1947
34017_AM,1948
34022_AM,1949
34023,1950
34047_AM,1951
34056_AM,1952
34069_AM,1953
34079_AM,1954
34080,1955
34083_AM,1956
3412001,1957
3412002,1958
3412003,1959
3412004,1960
3412005,1961
3412006,1962
3412007,1963
34123_AM,1964
34157_AM,1965
34199_AM,1966
34225,1967
34232_AM,1968
35001,1969
35002,1970
35003_AM,1971
3500401,1972
3500402,1973
35006,1974
35008,1975
35009,1976
35010,1977
35011,1978
35012,1979
35013,1980
35014,1981
35015,1982
3501601,1983
3501602,1984
3501603,1985
3501604,1986
3501605,1987
35017,1988
35018,1989
3501901_AD,1990
3501902,1991
3501903,1992
3501904,1993
35020,1994
35021,1995
3502203,1996
35023,1997
35024,1998
3502601_AD,1999
3502602,2000
3502603,2001
3502604,2002
3502606,2003
35027,2004
35028,2005
35029,2006
35030,2007
35031,2008
35032_AM,2009
35033,2010
35034,2011
36003_AM,2012
36004,2013
36005,2014
36006,2015
36008,2016
36009_AM,2017
36015,2018
36017,2019
36018_AM,2020
36021,2021
